"","site_code","Long","Lat","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_C13_delta_PDB","leaf_area_mm2","leaf_dry_mass_g","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","SLA_v2","Ntrt","Ptrt","Ktrt","Nfix","first_nutrient_year","site_name","continent","country","region","habitat","lifespan","lifeform","photosynthetic_pathway","max_cover","live_mass","precip.mean","tmp","par2_gs","aridity","Ntrt_fac","Ptrt_fac","Ktrt_fac","block_fac","trt_fac","sla_m2_g","lma","narea","nmass","spp_live_mass","delta","chi","fence","loglma","lognarea","lognmass","log_spp_live_mass"
"75","bnch.us",-121.9680169,44.27668543,2011,3,25,"Control","Cyperaceae","CAREX HOODII",5,2.065471661,45.52301239,-28.08022451,1581.067,0.139,1256.21,37.1,12.88,4463.53,59.7,22260.75,1150.14,74.34,7.35,30.86,49.76,0.13,0.131561,NA,0,0,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","NULL","NULL","C3",70,140.45,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","3","Control",NA,NA,NA,2.065471661,98.315,20.6603724056097,0.719485504672997,"no",NA,NA,0.725358607595951,4.58817660961152
"77","bnch.us",-121.9680169,44.27668543,2011,3,27,"P","Cyperaceae","CAREX HOODII",5,2.374747529,46.11080055,-26.09048291,2562.217,0.205,2320.54,21.81,11.79,2941.88,73.52,18515.87,1156.69,175.2,5.91,45.88,25.46,0.14,0.236549,NA,0,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","NULL","NULL","C3",45,235.25,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","3","P",NA,NA,NA,2.374747529,105.8625,18.5751166741379,0.627217551953002,"no",NA,NA,0.864891128257031,4.66214108224772
"78","bnch.us",-121.9680169,44.27668543,2011,3,29,"NK","Cyperaceae","CAREX HOODII",5,2.973020364,46.75978627,-27.47473972,2052.076,0.164,992.48,24.96,4.81,2300.59,65.16,19844.94,984.53,142.06,5.18,62.68,24.81,0.07,0.042084,NA,1,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","NULL","NULL","C3",60,277.149995,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","3","NK",NA,NA,NA,2.973020364,166.289997,20.0249191618869,0.691368104508269,"no",NA,NA,1.08957839363932,5.11373323405905
"79","bnch.us",-121.9680169,44.27668543,2011,3,30,"K","Cyperaceae","CAREX HOODII",5,2.353914793,45.21849249,-27.04416275,1579.67,0.154,1139.27,36.2,27.51,2362.64,45.94,19504.78,780.24,103.23,4.11,41.74,28.76,0.07,0.029053,NA,0,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","NULL","NULL","C3",60,197.3,864.192683,8.379287582,952.0361898,1.3455,"0","0","1","3","K",NA,NA,NA,2.353914793,118.38,19.5735119939536,0.671394336015644,"no",NA,NA,0.856079811496478,4.77389978926258
"80","bnch.us",-121.9680169,44.27668543,2011,2,12,"P","Fabaceae","LATHYRUS NEVADENSIS",5,4.825067183,49.55282317,-28.2631611,2748.821,0.124,2720.32,47.22,28.86,17456.06,96.16,13319.07,4106.71,96.1,7.59,36.63,140.96,0.02,NA,13744.105,0,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","LEGUME","C3",20,148.15,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","2","P",0.013744105,72.7584662660828,3.51064487865889,4.825067183,29.63,20.8525192097665,0.727987575653384,"no",4.2871452740721,1.25579974671584,1.57382465863184,3.38878736158547
"81","bnch.us",-121.9680169,44.27668543,2011,1,5,"NPK","Fabaceae","LUPINUS LATIFOLIUS",5,5.732377891,52.53302816,-29.04809532,6146.036,0.436,1265.87,22.65,50.63,17227.27,96.13,17036.91,2883.9,590.11,4.31,19.61,179.89,0.02,NA,30730.18,1,1,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",30,224.3,864.192683,8.379287582,952.0361898,1.3455,"1","1","1","1","NPK",0.03073018,32.5412997906293,1.86539027464206,5.732377891,67.29,21.6777939448369,0.764504156851192,"no",3.48251004538863,0.623470293746088,1.74613043434555,4.20901163720023
"82","bnch.us",-121.9680169,44.27668543,2011,1,6,"NP","Fabaceae","LUPINUS LATIFOLIUS",5,5.958015851,48.25809999,-29.06641209,6102.804,0.417,2787.1,28.79,21.97,21861.66,135.11,16111.32,3698.87,346.06,5.01,33.47,211.99,0.06,NA,30514.02,1,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",28,188.149995,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","1","NP",0.03051402,32.7718209531225,1.95255028704838,5.958015851,52.6819986,21.6970680099211,0.76535699158943,"no",3.48956902885449,0.669136357610482,1.78473751474408,3.96427381465202
"83","bnch.us",-121.9680169,44.27668543,2011,1,7,"Control","Fabaceae","LUPINUS LATIFOLIUS",5,5.579951234,49.63979939,-29.31189066,6072.418,0.447,1792.91,21.56,33.94,20749.4,141.02,12389.2,5640.61,688.96,4.26,25.18,216.56,0.09,NA,30362.09,0,0,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",35,96.45,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","1","Control",0.03036209,32.9358090961459,1.83780208608828,5.579951234,33.7575,21.9554463013775,0.776789659352986,"no",3.4945604882444,0.608570339184818,1.71918003692851,3.51920261485306
"84","bnch.us",-121.9680169,44.27668543,2011,1,8,"P","Fabaceae","LUPINUS LATIFOLIUS",5,5.690954191,49.57941453,-28.94766541,5814.976,0.431,1895.96,28.67,16.94,23901.25,108.82,10871.54,5133.22,1159.77,4.83,18.32,194.64,0.03,NA,29074.88,0,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",25,113.55,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","1","P",0.02907488,34.3939510670379,1.95734399970008,5.690954191,28.3875,21.5721281581024,0.759828679562053,"no",3.53788070784302,0.671588452067311,1.73887793021238,3.34594890743168
"86","bnch.us",-121.9680169,44.27668543,2011,2,11,"PK","Fabaceae","LUPINUS LATIFOLIUS",5,5.969173441,48.66564639,-29.12021357,4401.166,0.278,2250.03,23.26,41.92,19315.33,98.22,20897.55,3554.84,765.42,5.32,19.11,183.91,0.06,NA,22005.83,0,1,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",25,172.649995,864.192683,8.379287582,952.0361898,1.3455,"0","1","1","2","PK",0.02200583,45.4425031911998,2.71254183141467,5.969173441,43.16249875,21.7536855388252,0.767862191983416,"no",3.81644786073012,0.99788614046736,1.78660846572533,3.76497203375579
"88","bnch.us",-121.9680169,44.27668543,2011,2,14,"K","Fabaceae","LUPINUS LATIFOLIUS",5,5.154496815,48.82283405,-28.3196346,8988.826,0.593,1515.68,37.1,41.99,18853.82,114.09,16436.93,3535.22,1938.64,6.93,30.31,170.92,0.08,NA,44944.13,0,0,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",50,113,864.192683,8.379287582,952.0361898,1.3455,"0","0","1","2","K",0.04494413,22.249846642932,1.14686763655232,5.154496815,56.5,20.9118505668634,0.730612856940857,"no",3.102335116136,0.137034431795339,1.63986950164743,4.0342406381524
"89","bnch.us",-121.9680169,44.27668543,2011,2,16,"NP","Fabaceae","LUPINUS LATIFOLIUS",5,5.496274741,50.76288208,-29.51827573,6337.02,0.386,1631.11,26.66,17.73,19108.41,116.92,16409.59,4972.13,596.89,5.21,14.92,189.11,0.05,NA,31685.1,1,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",17,106.099995,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","2","NP",0.0316851,31.5605757911447,1.73465595532285,5.496274741,18.03699915,22.1727779018055,0.786406101849803,"no",3.4519087401441,0.550809097091553,1.70407054293555,2.89242515656271
"90","bnch.us",-121.9680169,44.27668543,2011,2,17,"NPK","Fabaceae","LUPINUS LATIFOLIUS",5,5.319024592,46.66831336,-27.64717882,6251.971,0.391,3364.19,33.25,37.61,17678.07,98.57,20260.14,2421.36,455.34,4.53,40.62,141.42,0.05,NA,31259.855,1,1,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",65,174.250005,864.192683,8.379287582,952.0361898,1.3455,"1","1","1","2","NPK",0.031259855,31.9899116614584,1.70155126823205,5.319024592,113.26250325,20.2058125322834,0.699372235941745,"no",3.46542059251524,0.531540345702097,1.67128993917495,4.72970816224258
"91","bnch.us",-121.9680169,44.27668543,2011,2,18,"NK","Fabaceae","LUPINUS LATIFOLIUS",5,5.24232246,47.51370436,-28.8636155,8314.348,0.554,1491.14,24.21,27.68,11733.38,122.07,19341.67,2166.73,352.53,5.09,17.63,123.12,0.02,NA,41571.74,1,0,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",25,262.099995,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","2","NK",0.04157174,24.0548026135062,1.2610303201165,5.24232246,65.52499875,21.483713135454,0.755916510418321,"no",3.18033466948508,0.231929101195306,1.65676461769831,4.18243173013278
"93","bnch.us",-121.9680169,44.27668543,2011,2,20,"Control","Fabaceae","LUPINUS LATIFOLIUS",5,5.46375178,49.44507273,-27.77814275,5959.4,0.443,1870.77,20.62,37.52,16584.08,96.07,9323.49,3761.76,855.5,5.19,20.73,152.69,0.06,NA,29797,0,0,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",25,190.35,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","2","Control",0.029797,33.5604255461959,1.83365834815585,5.46375178,47.5875,20.3432401797095,0.705453105296881,"no",3.5133475616794,0.606313068670214,1.69813569297891,3.86257012170862
"94","bnch.us",-121.9680169,44.27668543,2011,3,21,"N","Fabaceae","LUPINUS LATIFOLIUS",5,4.003046258,46.90131869,-29.02687156,4827.011,0.411,1343.65,20.47,21.39,14281.98,139.54,13824.52,2956.99,426.33,5.42,15.91,318.43,0.09,0.019257,24135.055,1,0,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",30,192.65,864.192683,8.379287582,952.0361898,1.3455,"1","0","0","3","N",0.024135055,41.4335082310772,1.65860250080226,4.003046258,57.795,21.6554618702811,0.763516011959342,"no",3.72408993102413,0.505975380812834,1.38705563577679,4.05690226674623
"95","bnch.us",-121.9680169,44.27668543,2011,3,22,"NP","Fabaceae","LUPINUS LATIFOLIUS",5,3.138712337,47.95787237,-27.26846299,4072.98,0.37,1729.86,22.14,76.43,17226,116.05,17941.59,3847.59,177.34,3.91,31.32,238.53,0.12,NA,20364.9,1,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",40,199.800005,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","3","NP",0.0203649,49.1040957726284,1.54123631198778,3.138712337,79.920002,19.8086134322608,0.681797054524815,"no",3.89394244827928,0.432584894346052,1.14381263205486,4.38102615936532
"96","bnch.us",-121.9680169,44.27668543,2011,3,23,"PK","Fabaceae","LUPINUS LATIFOLIUS",5,5.317720774,47.80916398,-28.97644449,777.508,0.363,2116.2,22.55,29.28,24582.1,143.22,15390.53,5076.74,218.03,4.81,24.37,384.76,0.05,NA,3887.54,0,1,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",18,279.050005,864.192683,8.379287582,952.0361898,1.3455,"0","1","1","3","PK",0.00388754,257.232079927152,13.6788837516784,5.317720774,50.2290009,21.6024053906527,0.761168380117377,"no",5.54997871214065,2.61585331176565,1.67104478561309,3.91659256706045
"98","bnch.us",-121.9680169,44.27668543,2011,3,25,"Control","Fabaceae","LUPINUS LATIFOLIUS",5,5.085669883,44.39927231,-29.1387856,160.117,0.34,1627.45,45.8,24.02,11297.33,96.08,17490.99,2723.88,520.13,3.57,18.84,212.98,0.09,0.009923,800.585,0,0,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",45,140.45,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","3","Control",0.000800585,1249.08660541979,63.5244213044211,5.085669883,63.2025,21.7732311132276,0.7687270404083,"no",7.13016784752936,4.15142441943504,1.62642675789377,4.14634385733248
"100","bnch.us",-121.9680169,44.27668543,2011,3,27,"P","Fabaceae","LUPINUS LATIFOLIUS",5,5.424935061,46.76627786,-28.47263621,437.422,0.352,1871.02,24.59,14.01,24055.94,86.6,15823.46,5709.28,351.75,3.82,32.4,368.86,0.05,NA,2187.11,0,1,0,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",50,235.25,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","3","P",0.00218711,457.224373716914,24.8041253572065,5.424935061,117.625,21.0726295244374,0.73772697010785,"no",6.12517424134158,3.21100998438578,1.6910059290323,4.76750159790554
"102","bnch.us",-121.9680169,44.27668543,2011,3,30,"K","Fabaceae","LUPINUS LATIFOLIUS",5,6.103240411,46.93515541,-29.08691543,334.694,0.683,2183.87,25.77,30.57,31319.91,124.21,19495.05,7222.75,461.28,4.19,32.39,468.95,0.03,NA,1673.47,0,0,1,"yes",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",30,197.3,864.192683,8.379287582,952.0361898,1.3455,"0","0","1","3","K",0.00167347,597.560756989967,36.4705696008892,6.103240411,59.19,21.7186437850294,0.766311671903958,"no",6.39285596397492,3.59650562303943,1.8088198450526,4.08075260870263
"103","bnch.us",-121.9680169,44.27668543,2011,2,11,"PK","Poaceae","BROMUS CARINATUS",5,3.171363684,48.38165759,-28.12843854,6751.073,0.34,1918.07,18.12,41.34,4774.5,66.76,31137.61,809.19,25.42,3.74,21.81,35.34,0.05,NA,33755.365,0,1,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",20,172.649995,864.192683,8.379287582,952.0361898,1.3455,"0","1","1","2","PK",0.033755365,29.6249203645109,0.939513965854021,3.171363684,34.529999,20.7110068225085,0.721725965597719,"no",3.38861591133391,-0.062392595040571,1.15416167961361,3.54182848244158
"104","bnch.us",-121.9680169,44.27668543,2011,2,16,"NP","Poaceae","BROMUS CARINATUS",5,4.635535413,46.45318241,-27.36918728,5832.532,NA,2109.66,22.03,27.54,8180.31,90.41,23593.74,1732.93,37.13,5.35,26.37,49.84,0.04,NA,29162.66,1,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",20,106.099995,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","2","NP",0.02916266,34.2904248103568,1.58954478535223,4.635535413,21.219999,19.9142233894825,0.686470061481527,"no",3.53486615515157,0.463447676720283,1.53375170755681,3.05494408606048
"105","bnch.us",-121.9680169,44.27668543,2011,3,21,"N","Poaceae","BROMUS CARINATUS",5,2.766802607,45.8300726,-26.62381924,4608.058,0.273,1056,16.21,26.98,4182.18,43.91,26452.26,1244.2,25.09,3.35,19.55,43.91,0.04,NA,23040.29,1,0,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",25,192.65,864.192683,8.379287582,952.0361898,1.3455,"1","0","0","3","N",0.02304029,43.4022314823294,1.20085407214927,2.766802607,48.1625,19.1332185933076,0.651912327137506,"no",3.7705108564281,0.183033030427608,1.0176923599876,3.87458070995228
"106","bnch.us",-121.9680169,44.27668543,2011,3,22,"NP","Poaceae","BROMUS CARINATUS",5,3.453962245,47.90986857,-27.66688194,5713.092,0.289,2216.54,17.88,21.46,8993.27,67.47,36660.17,1451.12,41.41,6.66,20.5,75.67,0.07,0.13273,28565.46,1,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",40,199.800005,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","3","NP",0.02856546,35.0073130276915,1.20913937496543,3.453962245,79.920002,20.2264857328313,0.70028697932882,"no",3.55555698331206,0.189908846183848,1.23952204885988,4.38102615936532
"107","bnch.us",-121.9680169,44.27668543,2011,3,24,"NPK","Poaceae","BROMUS CARINATUS",5,3.395072935,46.9450148,-28.19452204,5515.967,0.366,1958.68,17.11,69.87,7849.61,50.8,29310.9,1952.28,59.64,3.62,33.02,65.18,0.06,NA,27579.835,1,1,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",12,371.899985,864.192683,8.379287582,952.0361898,1.3455,"1","1","1","3","NPK",0.027579835,36.2583750047816,1.23099827645814,3.395072935,44.6279982,20.780415935082,0.724797165269117,"no",3.59067038923096,0.2078254470861,1.22232524384323,3.79836142439751
"108","bnch.us",-121.9680169,44.27668543,2011,3,25,"Control","Poaceae","BROMUS CARINATUS",5,3.88161479,47.19561465,-28.47750645,5391.282,0.364,1447.97,13.67,10.25,4464.74,44.25,24865.21,1068.99,17.25,4.29,21.38,54.89,0.07,0.018288,26956.41,0,0,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",25,140.45,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","3","Control",0.02695641,37.0969279662982,1.43995984257548,3.88161479,35.1125,21.0777481591538,0.737953458369636,"no",3.61353416204203,0.364615226098693,1.35625125004475,3.55855719243036
"110","bnch.us",-121.9680169,44.27668543,2011,3,27,"P","Poaceae","BROMUS CARINATUS",5,4.229299458,47.07909651,-28.72638193,3950.179,0.212,2620.89,23.63,8.05,6734.65,96.44,24266.87,1419.2,25.54,7.88,28.93,71.18,0.12,0.065981,19750.895,0,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",28,235.25,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","3","P",0.019750895,50.6306169922933,2.14132041003711,4.229299458,65.87,21.3393852611636,0.749530321290425,"no",3.92455647220607,0.761422652794899,1.44203636657692,4.1876831026526
"112","bnch.us",-121.9680169,44.27668543,2011,3,29,"NK","Poaceae","BROMUS CARINATUS",5,4.313582394,47.33446662,-27.16427418,5103.658,0.287,1332.45,13.98,3.51,3800.92,54.88,24379.38,961.35,28.16,6.08,42.01,40.45,0.06,0.020827,25518.29,1,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",30,277.149995,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","3","NK",0.02551829,39.1875787915256,1.69038849938613,4.313582394,83.1449985,19.6993939175563,0.676964332635236,"no",3.66835982902016,0.524958383809892,1.46176874077782,4.42058605349911
"113","bnch.us",-121.9680169,44.27668543,2011,3,30,"K","Poaceae","BROMUS CARINATUS",5,3.311934321,47.04363823,-27.84685536,6603.413,0.373,1563.76,18.07,31.15,4972.6,59.39,34257.8,1237.51,39.28,5.48,25.03,62.48,0.09,0.037236,33017.065,0,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","ANNUAL","NULL","C3",20,197.3,864.192683,8.379287582,952.0361898,1.3455,"0","0","1","3","K",0.033017065,30.2873680625458,1.00309773779105,3.311934321,39.46,20.4153589065944,0.708644199406833,"no",3.41073072996463,0.0030929496869829,1.19753240571044,3.67528750059447
"114","bnch.us",-121.9680169,44.27668543,2011,1,1,"NK","Poaceae","FESTUCA IDAHOENSIS",5,2.784447765,48.30940032,-27.95119831,502.666,0.065,1573.21,79.69,63.14,2939.41,130.41,24012.09,1273.05,66.03,7.14,46.06,21.84,0.11,NA,2513.33,1,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",24,256.9,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","1","NK",0.00251333,397.878511775215,11.0787193285402,2.784447765,61.656,20.5248936836432,0.713490870957663,"no",5.98614671189121,2.40502609057202,1.0240495646689,4.12157054847569
"115","bnch.us",-121.9680169,44.27668543,2011,1,3,"PK","Poaceae","FESTUCA IDAHOENSIS",5,2.263205459,50.97084387,-28.13318371,548.929,0.058,2216.95,49.05,28.32,2187.52,42.48,13831.39,642.52,36.2,2.24,21.38,9.02,0.06,NA,2744.645,0,1,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",28,274.500005,864.192683,8.379287582,952.0361898,1.3455,"0","1","1","1","PK",0.002744645,364.345844362386,8.24589503924916,2.263205459,76.8600014,20.71599047579,0.721946481229647,"no",5.89810353843134,2.10971550551696,0.816782153073715,4.34198560335163
"116","bnch.us",-121.9680169,44.27668543,2011,1,6,"NP","Poaceae","FESTUCA IDAHOENSIS",5,3.28372501,50.03410965,-28.41995282,715.055,0.072,2568.25,89.94,122.92,2388.38,56.96,20875.8,766.48,41.97,3.76,25.98,13.39,0.06,NA,3575.275,1,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",40,188.149995,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","1","NP",0.003575275,279.698764430708,9.18453828027215,3.28372501,75.259998,21.0172624265686,0.735277098520736,"no",5.63371318271767,2.21752144851648,1.1889784517869,4.32094875859075
"117","bnch.us",-121.9680169,44.27668543,2011,1,7,"Control","Poaceae","FESTUCA IDAHOENSIS",5,2.101024269,47.71454047,-27.85978744,550.436,0.071,2389.19,69.27,49.04,1823.33,57.53,23598.45,974.54,48.73,4.46,30.6,14.25,0.12,NA,2752.18,0,0,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",35,96.45,864.192683,8.379287582,952.0361898,1.3455,"0","0","0","1","Control",0.00275218,363.348327507648,7.6340365419413,2.101024269,33.7575,20.4289331759067,0.709244830792333,"no",5.89536195407324,2.03261674104741,0.742424972962261,3.51920261485306
"118","bnch.us",-121.9680169,44.27668543,2011,1,8,"P","Poaceae","FESTUCA IDAHOENSIS",5,2.697463411,48.69522376,-28.27390217,407.896,0.048,3354.55,136.56,93.64,3778.62,64.69,21716.81,840.95,59.51,4,28.96,21.36,0.2,NA,2039.48,0,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",25,113.55,864.192683,8.379287582,952.0361898,1.3455,"0","1","0","1","P",0.00203948,490.321062231549,13.2262312501226,2.697463411,28.3875,20.8638033034972,0.728486871836159,"no",6.19506040557982,2.58220207360911,0.992311854017382,3.34594890743168
"121","bnch.us",-121.9680169,44.27668543,2011,2,16,"NP","Poaceae","FESTUCA IDAHOENSIS",5,3.564734058,47.49041064,-29.18686792,503.514,0.053,2863.76,229.52,98.02,3895.56,109.5,26173.93,1446.62,88.02,7.69,29.06,24.85,0.13,NA,2517.57,1,1,0,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",50,106.099995,864.192683,8.379287582,952.0361898,1.3455,"1","1","0","2","NP",0.00251757,397.208419229654,14.1594238015229,3.564734058,53.0499975,21.8238373790911,0.770966255711996,"no",5.98446112839566,2.65038039545479,1.27108945304722,3.97123481793464
"122","bnch.us",-121.9680169,44.27668543,2011,2,17,"NPK","Poaceae","FESTUCA IDAHOENSIS",5,3.627264887,49.46294915,-28.09002754,571.934,0.061,3477.35,37.81,56.41,2688.88,62.67,25776.84,980.53,77.33,6.69,49.43,14.35,0.06,NA,2859.67,1,1,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",20,174.250005,864.192683,8.379287582,952.0361898,1.3455,"1","1","1","2","NPK",0.00285967,349.690698577109,12.6842079225925,3.627264887,34.850001,20.6706671494996,0.719941024314143,"no",5.85704904542308,2.5403577490514,1.28847888961641,3.55105316590094
"123","bnch.us",-121.9680169,44.27668543,2011,2,18,"NK","Poaceae","FESTUCA IDAHOENSIS",5,3.101517667,49.07482052,-27.80214671,489.256,0.05,1456.95,83.65,35.86,1594.5,73.87,22114.11,829.34,74.17,7.07,42.89,10.24,0.17,NA,2446.28,1,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",28,262.099995,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","2","NK",0.00244628,408.783949507007,12.6785064138202,3.101517667,73.3879986,20.3684328688732,0.706567826056336,"no",6.01318677566031,2.53990815136302,1.13189156169081,4.29576041543978
"124","bnch.us",-121.9680169,44.27668543,2011,3,23,"PK","Poaceae","FESTUCA IDAHOENSIS",5,5.307783087,46.78236221,-27.86439158,774.163,0.092,3134.07,26.75,11.07,1589.05,49.84,25835.74,794.19,67.6,7.77,34,12.13,0.09,0.098891,3870.815,0,1,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",20,279.050005,864.192683,8.379287582,952.0361898,1.3455,"0","1","1","3","PK",0.003870815,258.343527138342,13.7123140398082,5.307783087,55.810001,20.4337660383466,0.709458674263124,"no",5.55429019979707,2.61829426414627,1.66917425033729,4.02195308271828
"126","bnch.us",-121.9680169,44.27668543,2011,1,1,"NK","Polemoniaceae","PHLOX DIFFUSA",4,2.885348269,51.67253294,-28.30220142,80.794,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.97,1,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",65,256.9,864.192683,8.379287582,952.0361898,1.3455,"1","0","1","1","NK",0.00040397,2475.43134391168,71.424815431839,2.885348269,166.985,20.8935344400994,0.729802408853956,"no",7.81416994018609,4.26864536403004,1.05964560983205,5.11790398802338
"127","bnch.us",-121.9680169,44.27668543,2011,1,2,"K","Polemoniaceae","PHLOX DIFFUSA",5,1.940895479,51.70775968,-29.30053643,66.787,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.935,0,0,1,"no",2008,"Bunchgrass (Andrews LTER)","North America","US","Montane West (North America)","montane grassland","PERENNIAL","NULL","C3",55,211.900005,864.192683,8.379287582,952.0361898,1.3455,"0","0","1","1","K",0.000333935,2994.59475646458,58.1219542425921,1.940895479,116.54500275,21.9434925323454,0.776260731519709,"no",8.00456419470515,4.06254346240714,0.663149453690078,4.75827748811467
